neon_taxonID,neon_lookup_group,is_biorepo_mapped,biorepo_tid,scientificName_biorepo,taxonRank_biorepo,verbatimScientificName_biorepo_map,biorepo_organism,biorepo_kingdom,biorepo_subkingdom,biorepo_division,biorepo_subdivision,biorepo_superclass,biorepo_class,biorepo_subclass,biorepo_order,biorepo_suborder,biorepo_superfamily,biorepo_family,biorepo_subfamily,biorepo_tribe,biorepo_subtribe,biorepo_genus,biorepo_subgenus,biorepo_section,biorepo_subsection,biorepo_species,biorepo_subspecies,biorepo_variety,biorepo_subvariety,biorepo_form,biorepo_subform,biorepo_cultivated,biorepo_complex/group
CARSTA,TICK,True,132285,Carios stageri,,Carios stageri,Organism,Animalia,,Arthropoda,,,Arachnida,,Ixodida,,,Argasidae,,,,Carios,,,,Carios stageri,,,,,,,
CARVIG,TICK,True,132287,Carios viguerasi,,Carios viguerasi,Organism,Animalia,,Arthropoda,,,Arachnida,,Ixodida,,,Argasidae,,,,Carios,,,,Carios viguerasi,,,,,,,
CARYUM,TICK,True,132289,Carios yumatensis,,Carios yumatensis,Organism,Animalia,,Arthropoda,,,Arachnida,,Ixodida,,,Argasidae,,,,Carios,,,,Carios yumatensis,,,,,,,
DERALB,TICK,True,101318,Dermacentor albipictus,,Dermacentor albipictus,Organism,Animalia,,Arthropoda,,,Arachnida,,Ixodida,,,Ixodidae,,,,Dermacentor,,,,Dermacentor albipictus,,,,,,,
DERAND,TICK,True,101317,Dermacentor andersoni,,Dermacentor andersoni,Organism,Animalia,,Arthropoda,,,Arachnida,,Ixodida,,,Ixodidae,,,,Dermacentor,,,,Dermacentor andersoni,,,,,,,
DERHAL,TICK,True,132957,Dermacentor halli,,Dermacentor halli,Organism,Animalia,,Arthropoda,,,Arachnida,,Ixodida,,,Ixodidae,,,,Dermacentor,,,,Dermacentor halli,,,,,,,
DERHUN,TICK,True,132958,Dermacentor hunteri,,Dermacentor hunteri,Organism,Animalia,,Arthropoda,,,Arachnida,,Ixodida,,,Ixodidae,,,,Dermacentor,,,,Dermacentor hunteri,,,,,,,
DERKAM,TICK,True,146729,Dermacentor kamshadalus,,Dermacentor kamshadalus,Organism,Animalia,,Arthropoda,,,Arachnida,,Ixodida,,,Ixodidae,,,,Dermacentor,,,,Dermacentor kamshadalus,,,,,,,
DERNIT,TICK,True,132401,Dermacentor nitens,,Dermacentor nitens,Organism,Animalia,,Arthropoda,,,Arachnida,,Ixodida,,,Ixodidae,,,,Dermacentor,,,,Dermacentor nitens,,,,,,,
DEROCC,TICK,True,127946,Dermacentor occidentalis,,Dermacentor occidentalis,Organism,Animalia,,Arthropoda,,,Arachnida,,Ixodida,,,Ixodidae,,,,Dermacentor,,,,Dermacentor occidentalis,,,,,,,
